-0.101500 -0.552300 -0.304800  0.552000 -0.392000 0.720000
-0.147100 -0.502100 -0.365800  0.472000 -0.192000 -0.848000
-0.150000 -0.552300 -0.337600  0.424000 -0.304000 -0.840000
-0.150000 -0.505900 -0.365800  0.272000 -0.320000 -0.904000
-0.196100 -0.552300 -0.365800  0.320000 -0.272000 -0.904000
-0.150000 -0.502100 -0.367300  0.088000 -0.320000 -0.936000
-0.200000 -0.552300 -0.367100  0.360000 -0.232000 -0.896000
-0.200000 -0.502100 -0.370700  0.184000 -0.352000 -0.912000
-0.200000 -0.502100 -0.370700  0.184000 -0.352000 -0.912000
-0.100000 -0.351500 -0.005700  0.248000 -0.576000 0.776000
-0.100000 -0.351500 -0.005700  0.248000 -0.576000 0.776000
-0.150000 -0.351500 -0.001100  -0.192000 -0.352000 0.912000
-0.100000 -0.401700 -0.044900  0.592000 -0.496000 0.624000
-0.150000 -0.401700 -0.019000  0.408000 -0.232000 0.880000
-0.100000 -0.415900 -0.060900  0.680000 -0.544000 0.480000
-0.150000 -0.451900 -0.041900  0.560000 -0.440000 0.696000
-0.133200 -0.451900 -0.060900  0.584000 -0.656000 0.464000
-0.150000 -0.470000 -0.060900  0.568000 -0.552000 0.600000
-0.100000 -0.451900 -0.117700  0.624000 -0.664000 0.392000
-0.150000 -0.502100 -0.111600  0.592000 -0.752000 0.280000
-0.100000 -0.453500 -0.121900  0.600000 -0.776000 0.168000
-0.146100 -0.502100 -0.121900  0.616000 -0.744000 0.232000
-0.100000 -0.453800 -0.182900  0.696000 -0.712000 0.024000
-0.141200 -0.502100 -0.182900  0.696000 -0.688000 0.184000
-0.100000 -0.458900 -0.243900  0.744000 -0.632000 0.192000
-0.125700 -0.502100 -0.243900  0.664000 -0.408000 0.624000
-0.100000 -0.502100 -0.283200  0.616000 -0.376000 0.680000
-0.150000 -0.530700 -0.243900  0.632000 -0.664000 0.392000
-0.100000 -0.549700 -0.304800  0.696000 -0.392000 0.592000
-0.150000 -0.552300 -0.270100  0.544000 -0.504000 0.656000
-0.101500 -0.552300 -0.304800  0.552000 -0.392000 0.720000
-0.150000 -0.602500 -0.302600  0.392000 -0.240000 0.880000
-0.145700 -0.602500 -0.304800  0.824000 -0.528000 0.192000
-0.150000 -0.609400 -0.304800  0.840000 -0.512000 0.152000
-0.150000 -0.602500 -0.307600  0.456000 -0.280000 -0.840000
-0.145700 -0.602500 -0.304800  0.824000 -0.528000 0.192000
-0.150000 -0.552300 -0.337600  0.424000 -0.304000 -0.840000
-0.101500 -0.552300 -0.304800  0.552000 -0.392000 0.720000
-0.101500 -0.552300 -0.304800  0.552000 -0.392000 0.720000
-0.050000 0.401700 -0.052300  0.176000 0.040000 0.976000
-0.050000 0.401700 -0.052300  0.176000 0.040000 0.976000
-0.100000 0.401700 -0.042400  0.232000 -0.088000 0.960000
-0.050000 0.351500 -0.043600  0.248000 0.032000 0.960000
-0.100000 0.351500 -0.035500  0.120000 0.000000 0.992000
-0.050000 0.301200 -0.044600  0.440000 -0.008000 0.896000
-0.100000 0.301200 -0.032000  0.168000 0.008000 0.984000
-0.050000 0.251000 -0.047300  0.528000 -0.360000 0.760000
-0.100000 0.251000 -0.029400  0.344000 -0.104000 0.928000
-0.050000 0.236000 -0.060900  0.536000 -0.496000 0.672000
-0.100000 0.200800 -0.041900  0.456000 -0.304000 0.832000
-0.078700 0.200800 -0.060900  0.568000 -0.416000 0.704000
-0.100000 0.167200 -0.060900  0.520000 -0.424000 0.736000
-0.100000 0.167200 -0.060900  0.520000 -0.424000 0.736000
-0.027600 0.301200 -0.060900  0.456000 -0.208000 0.856000
-0.027600 0.301200 -0.060900  0.456000 -0.208000 0.856000
-0.050000 0.301200 -0.044600  0.440000 -0.008000 0.896000
-0.035000 0.251000 -0.060900  0.512000 -0.448000 0.728000
-0.050000 0.251000 -0.047300  0.528000 -0.360000 0.760000
-0.050000 0.236000 -0.060900  0.536000 -0.496000 0.672000
-0.050000 0.236000 -0.060900  0.536000 -0.496000 0.672000
-0.002200 -0.301200 0.000000  0.384000 -0.648000 0.648000
-0.002200 -0.301200 0.000000  0.384000 -0.648000 0.648000
0.000000 -0.299000 0.000000  0.440000 -0.464000 0.760000
0.000000 -0.301200 -0.001900  0.408000 -0.704000 0.568000
0.050000 -0.253500 0.000000  0.448000 -0.608000 0.648000
0.032200 -0.301200 -0.060900  0.552000 -0.696000 0.448000
0.050000 -0.286400 -0.060900  0.528000 -0.720000 0.440000
0.050000 -0.301200 -0.085900  0.528000 -0.704000 0.464000
0.050000 -0.301200 -0.085900  0.528000 -0.704000 0.464000
-0.050000 -0.351500 -0.027000  0.488000 -0.688000 0.528000
-0.050000 -0.351500 -0.027000  0.488000 -0.688000 0.528000
-0.029100 -0.351500 -0.060900  0.584000 -0.680000 0.424000
-0.050000 -0.370100 -0.060900  0.592000 -0.672000 0.424000
0.000000 -0.351500 -0.112600  0.544000 -0.704000 0.448000
-0.050000 -0.398200 -0.121900  0.592000 -0.704000 0.368000
0.000000 -0.356400 -0.121900  0.560000 -0.728000 0.384000
-0.050000 -0.389600 -0.182900  0.656000 -0.736000 -0.128000
0.000000 -0.353400 -0.182900  0.520000 -0.832000 -0.160000
-0.050000 -0.380500 -0.243900  0.664000 -0.736000 -0.104000
0.000000 -0.351500 -0.193300  0.504000 -0.832000 -0.176000
-0.013800 -0.351500 -0.243900  0.552000 -0.808000 -0.168000
0.000000 -0.343100 -0.243900  0.464000 -0.864000 -0.160000
-0.026900 -0.351500 -0.304800  0.608000 -0.688000 -0.384000
0.000000 -0.336000 -0.304800  0.392000 -0.872000 -0.264000
-0.050000 -0.351500 -0.336900  0.024000 -0.576000 -0.808000
0.000000 -0.316900 -0.365800  0.224000 -0.832000 -0.496000
-0.050000 -0.309800 -0.365800  -0.336000 -0.416000 -0.840000
0.000000 -0.301200 -0.413400  -0.392000 -0.192000 -0.896000
-0.050000 -0.301200 -0.370400  -0.392000 -0.264000 -0.872000
0.000000 -0.251000 -0.386300  -0.352000 0.496000 -0.792000
-0.050000 -0.266900 -0.365800  -0.288000 0.088000 -0.944000
-0.044700 -0.251000 -0.365800  -0.216000 0.376000 -0.896000
-0.050000 -0.251000 -0.364300  -0.216000 0.352000 -0.904000
0.000000 -0.238800 -0.365800  -0.192000 0.648000 -0.728000
-0.050000 -0.200800 -0.320900  -0.056000 0.280000 -0.952000
0.000000 -0.200800 -0.332000  -0.296000 0.528000 -0.784000
0.000000 -0.238800 -0.365800  -0.192000 0.648000 -0.728000
0.050000 -0.200800 -0.360800  -0.016000 0.576000 -0.808000
0.050000 -0.206300 -0.365800  -0.112000 0.608000 -0.776000
0.000000 -0.238800 -0.365800  -0.192000 0.648000 -0.728000
0.050000 -0.251000 -0.406500  0.232000 -0.312000 -0.912000
0.000000 -0.251000 -0.386300  -0.352000 0.496000 -0.792000
0.050000 -0.301200 -0.369000  0.376000 -0.768000 -0.512000
0.000000 -0.301200 -0.413400  -0.392000 -0.192000 -0.896000
0.050000 -0.303000 -0.365800  0.400000 -0.792000 -0.448000
0.000000 -0.316900 -0.365800  0.224000 -0.832000 -0.496000
0.050000 -0.326800 -0.304800  0.424000 -0.880000 -0.184000
0.000000 -0.336000 -0.304800  0.392000 -0.872000 -0.264000
0.050000 -0.327900 -0.243900  0.480000 -0.872000 0.000000
0.000000 -0.343100 -0.243900  0.464000 -0.864000 -0.160000
0.050000 -0.327900 -0.182900  0.552000 -0.824000 0.048000
0.000000 -0.351500 -0.193300  0.504000 -0.832000 -0.176000
0.003100 -0.351500 -0.182900  0.504000 -0.840000 -0.160000
0.000000 -0.353400 -0.182900  0.520000 -0.832000 -0.160000
0.006400 -0.351500 -0.121900  0.552000 -0.776000 0.288000
0.000000 -0.356400 -0.121900  0.560000 -0.728000 0.384000
0.000000 -0.351500 -0.112600  0.544000 -0.704000 0.448000
0.000000 -0.351500 -0.112600  0.544000 -0.704000 0.448000
0.000000 0.351500 -0.051600  0.280000 -0.248000 0.920000
0.000000 0.351500 -0.051600  0.280000 -0.248000 0.920000
0.000000 0.393800 -0.060900  0.224000 0.176000 0.952000
0.042100 0.351500 -0.060900  0.160000 -0.080000 0.976000
0.000000 0.401700 -0.062800  0.256000 0.176000 0.944000
0.050000 0.351500 -0.062500  0.000000 -0.264000 0.960000
0.050000 0.401700 -0.062500  -0.008000 0.136000 0.984000
0.065700 0.351500 -0.060900  -0.064000 -0.312000 0.944000
0.100000 0.401700 -0.066700  -0.048000 0.000000 0.992000
0.100000 0.368600 -0.060900  0.104000 0.120000 0.984000
0.150000 0.401700 -0.062100  -0.392000 -0.400000 0.816000
0.111400 0.351500 -0.060900  0.184000 -0.224000 0.952000
0.150000 0.351500 -0.070300  -0.056000 -0.480000 0.872000
0.100000 0.345700 -0.060900  0.056000 -0.392000 0.912000
0.150000 0.301200 -0.094700  0.096000 -0.408000 0.904000
0.100000 0.301200 -0.081200  0.144000 -0.392000 0.904000
0.150000 0.253300 -0.121900  0.144000 -0.672000 0.712000
0.100000 0.251000 -0.119300  0.048000 -0.664000 0.736000
0.134200 0.251000 -0.121900  0.072000 -0.752000 0.648000
0.100000 0.248700 -0.121900  0.064000 -0.824000 0.552000
0.150000 0.251000 -0.128300  0.144000 -0.904000 0.392000
0.100000 0.246100 -0.182900  0.136000 -0.488000 -0.856000
0.150000 0.224100 -0.182900  0.056000 -0.672000 -0.728000
0.100000 0.251000 -0.185300  0.160000 -0.296000 -0.936000
0.150000 0.251000 -0.192500  0.112000 0.024000 -0.992000
0.100000 0.301200 -0.188500  0.112000 0.128000 -0.984000
0.150000 0.284700 -0.182900  0.352000 0.368000 -0.856000
0.133500 0.301200 -0.182900  0.272000 0.264000 -0.920000
0.150000 0.251000 -0.128300  0.144000 -0.904000 0.392000
0.150000 0.301200 -0.172900  0.456000 0.432000 -0.768000
0.134200 0.251000 -0.121900  0.072000 -0.752000 0.648000
0.150000 0.253300 -0.121900  0.144000 -0.672000 0.712000
0.150000 0.301200 -0.172900  0.456000 0.432000 -0.768000
0.200000 0.269500 -0.121900  -0.008000 -0.896000 0.432000
0.200000 0.301200 -0.179700  -0.152000 -0.352000 -0.920000
0.250000 0.256500 -0.121900  -0.200000 -0.800000 0.552000
0.215700 0.301200 -0.182900  -0.120000 -0.160000 -0.976000
0.250000 0.284000 -0.182900  -0.096000 -0.256000 -0.952000
0.250000 0.301200 -0.184400  -0.080000 -0.056000 -0.992000
0.215700 0.301200 -0.182900  -0.120000 -0.160000 -0.976000
0.250000 0.351500 -0.189100  -0.160000 0.168000 -0.968000
0.226900 0.351500 -0.182900  -0.224000 0.192000 -0.952000
0.250000 0.370000 -0.182900  -0.184000 0.304000 -0.928000
0.200000 0.351500 -0.169700  -0.320000 0.304000 -0.888000
0.250000 0.401700 -0.172700  -0.016000 0.288000 -0.952000
0.200000 0.401700 -0.169400  -0.056000 0.168000 -0.976000
0.250000 0.451900 -0.137900  0.128000 0.536000 -0.824000
0.200000 0.451900 -0.151000  0.136000 0.400000 -0.896000
0.250000 0.466900 -0.121900  0.232000 0.968000 0.016000
0.200000 0.484800 -0.121900  0.312000 0.872000 0.360000
0.250000 0.451900 -0.094000  0.248000 0.784000 0.552000
0.200000 0.453000 -0.060900  0.112000 0.728000 0.672000
0.203100 0.451900 -0.060900  0.264000 0.672000 0.680000
0.200000 0.451900 -0.059700  0.136000 0.632000 0.760000
0.250000 0.432000 -0.060900  0.224000 0.624000 0.736000
0.200000 0.401700 -0.033800  -0.352000 0.000000 0.928000
0.250000 0.401700 -0.026800  -0.216000 0.176000 0.952000
0.200000 0.352900 -0.060900  -0.368000 -0.496000 0.776000
0.250000 0.351500 -0.020200  -0.488000 -0.416000 0.760000
0.201200 0.351500 -0.060900  -0.488000 -0.576000 0.648000
0.250000 0.317900 -0.060900  -0.432000 -0.680000 0.584000
0.200000 0.351500 -0.062100  -0.312000 -0.640000 0.696000
0.250000 0.301200 -0.083600  -0.096000 -0.744000 0.648000
0.200000 0.301200 -0.098800  -0.120000 -0.584000 0.800000
0.250000 0.256500 -0.121900  -0.200000 -0.800000 0.552000
0.200000 0.269500 -0.121900  -0.008000 -0.896000 0.432000
0.200000 0.301200 -0.098800  -0.120000 -0.584000 0.800000
0.150000 0.253300 -0.121900  0.144000 -0.672000 0.712000
0.150000 0.301200 -0.094700  0.096000 -0.408000 0.904000
0.200000 0.301200 -0.098800  -0.120000 -0.584000 0.800000
0.150000 0.351500 -0.070300  -0.056000 -0.480000 0.872000
0.200000 0.351500 -0.062100  -0.312000 -0.640000 0.696000
0.150000 0.401700 -0.062100  -0.392000 -0.400000 0.816000
0.200000 0.352900 -0.060900  -0.368000 -0.496000 0.776000
0.151400 0.401700 -0.060900  -0.480000 -0.416000 0.760000
0.200000 0.401700 -0.033800  -0.352000 0.000000 0.928000
0.150000 0.409600 -0.060900  -0.208000 -0.072000 0.968000
0.200000 0.451900 -0.059700  0.136000 0.632000 0.760000
0.150000 0.451900 -0.057100  -0.080000 0.496000 0.856000
0.200000 0.453000 -0.060900  0.112000 0.728000 0.672000
0.150000 0.456100 -0.060900  0.048000 0.664000 0.736000
0.200000 0.484800 -0.121900  0.312000 0.872000 0.360000
0.150000 0.502100 -0.119700  0.016000 0.656000 0.752000
0.153400 0.502100 -0.121900  0.448000 0.824000 -0.336000
0.150000 0.503100 -0.121900  0.272000 0.456000 -0.840000
0.150000 0.502100 -0.123200  0.032000 0.424000 -0.896000
0.138500 0.502100 -0.121900  -0.184000 0.952000 -0.216000
0.150000 0.451900 -0.151900  0.184000 0.376000 -0.904000
0.100000 0.494400 -0.121900  -0.184000 0.952000 -0.216000
0.100000 0.451900 -0.146900  -0.088000 0.224000 -0.968000
0.050000 0.485400 -0.121900  -0.032000 0.904000 -0.408000
0.050000 0.451900 -0.139600  -0.080000 0.232000 -0.960000
0.000000 0.493800 -0.121900  0.128000 0.960000 -0.232000
0.000000 0.451900 -0.135500  0.000000 0.160000 -0.984000
-0.050000 0.500300 -0.121900  -0.104000 0.896000 -0.424000
-0.050000 0.451900 -0.137500  0.040000 0.112000 -0.992000
-0.100000 0.479800 -0.121900  -0.288000 0.584000 -0.752000
-0.100000 0.451900 -0.142300  -0.128000 0.312000 -0.936000
-0.150000 0.453400 -0.121900  -0.320000 0.624000 -0.704000
-0.150000 0.451900 -0.123200  -0.344000 0.512000 -0.784000
-0.152100 0.451900 -0.121900  -0.424000 0.536000 -0.720000
-0.150000 0.401700 -0.148200  -0.240000 0.400000 -0.872000
-0.200000 0.409200 -0.121900  -0.400000 0.464000 -0.776000
-0.200000 0.401700 -0.127400  -0.400000 0.440000 -0.800000
-0.208300 0.401700 -0.121900  -0.432000 0.432000 -0.784000
-0.200000 0.351500 -0.146000  -0.416000 0.224000 -0.872000
-0.233300 0.351500 -0.121900  -0.616000 0.184000 -0.752000
-0.200000 0.301200 -0.154100  -0.392000 0.112000 -0.904000
-0.245300 0.301200 -0.121900  -0.680000 0.120000 -0.720000
-0.200000 0.251000 -0.156200  -0.432000 0.168000 -0.880000
-0.250000 0.268200 -0.121900  -0.464000 0.088000 -0.872000
-0.250000 0.251000 -0.124000  -0.376000 0.088000 -0.920000
-0.254200 0.251000 -0.121900  -0.384000 0.088000 -0.912000
-0.250000 0.200800 -0.129700  -0.392000 0.152000 -0.904000
-0.263400 0.200800 -0.121900  -0.480000 0.216000 -0.840000
-0.250000 0.150600 -0.154100  -0.464000 0.344000 -0.808000
-0.295300 0.150600 -0.121900  -0.728000 0.520000 -0.432000
-0.250000 0.100400 -0.182000  -0.504000 0.488000 -0.704000
-0.300000 0.144000 -0.121900  -0.728000 0.496000 -0.456000
-0.300000 0.100400 -0.141500  -0.560000 0.512000 -0.640000
-0.250000 0.100400 -0.182000  -0.504000 0.488000 -0.704000
-0.300000 0.052000 -0.182900  -0.664000 0.464000 -0.568000
-0.250000 0.099600 -0.182900  -0.488000 0.616000 -0.608000
-0.250000 0.100400 -0.182000  -0.504000 0.488000 -0.704000
-0.249100 0.100400 -0.182900  -0.576000 0.496000 -0.640000
-0.250000 0.150600 -0.154100  -0.464000 0.344000 -0.808000
-0.216700 0.150600 -0.182900  -0.560000 0.376000 -0.728000
-0.250000 0.200800 -0.129700  -0.392000 0.152000 -0.904000
-0.200000 0.172600 -0.182900  -0.488000 0.416000 -0.760000
-0.200000 0.200800 -0.161600  -0.480000 0.384000 -0.776000
-0.173800 0.200800 -0.182900  -0.480000 0.344000 -0.800000
-0.200000 0.251000 -0.156200  -0.432000 0.168000 -0.880000
-0.153800 0.251000 -0.182900  -0.312000 0.176000 -0.928000
-0.200000 0.301200 -0.154100  -0.392000 0.112000 -0.904000
-0.150000 0.257900 -0.182900  -0.288000 0.168000 -0.936000
-0.150000 0.301200 -0.169700  -0.080000 0.248000 -0.960000
-0.100000 0.273500 -0.182900  -0.112000 0.208000 -0.968000
-0.100000 0.301200 -0.172200  -0.168000 0.416000 -0.888000
-0.058500 0.301200 -0.182900  -0.128000 0.320000 -0.936000
-0.100000 0.351500 -0.158200  0.008000 0.264000 -0.960000
-0.050000 0.304700 -0.182900  -0.120000 0.336000 -0.928000
-0.050000 0.351500 -0.155800  -0.048000 0.328000 -0.936000
0.000000 0.313300 -0.182900  -0.064000 0.304000 -0.944000
0.000000 0.351500 -0.164900  -0.080000 0.368000 -0.920000
0.050000 0.327400 -0.182900  -0.016000 0.344000 -0.936000
0.050000 0.351500 -0.166400  0.000000 0.392000 -0.912000
0.100000 0.320500 -0.182900  0.096000 0.312000 -0.936000
0.100000 0.351500 -0.169000  0.056000 0.272000 -0.952000
0.133500 0.301200 -0.182900  0.272000 0.264000 -0.920000
0.150000 0.351500 -0.160600  0.144000 0.128000 -0.976000
0.150000 0.301200 -0.172900  0.456000 0.432000 -0.768000
0.200000 0.351500 -0.169700  -0.320000 0.304000 -0.888000
0.200000 0.301200 -0.179700  -0.152000 -0.352000 -0.920000
0.226900 0.351500 -0.182900  -0.224000 0.192000 -0.952000
0.215700 0.301200 -0.182900  -0.120000 -0.160000 -0.976000
0.215700 0.301200 -0.182900  -0.120000 -0.160000 -0.976000
0.000000 0.351500 -0.051600  0.280000 -0.248000 0.920000
0.000000 0.351500 -0.051600  0.280000 -0.248000 0.920000
0.042100 0.351500 -0.060900  0.160000 -0.080000 0.976000
0.000000 0.334500 -0.060900  0.312000 -0.368000 0.864000
0.050000 0.351500 -0.062500  0.000000 -0.264000 0.960000
0.000000 0.301200 -0.076500  0.296000 -0.272000 0.904000
0.050000 0.301200 -0.074400  0.160000 -0.248000 0.952000
0.000000 0.251000 -0.086600  0.344000 -0.360000 0.864000
0.050000 0.251000 -0.100200  0.224000 -0.464000 0.848000
0.000000 0.211400 -0.121900  0.496000 -0.712000 0.480000
0.050000 0.230600 -0.121900  0.312000 -0.824000 0.464000
0.000000 0.200800 -0.169000  0.576000 -0.744000 0.320000
0.050000 0.219300 -0.182900  0.280000 -0.632000 -0.712000
0.008500 0.200800 -0.182900  0.416000 -0.688000 -0.584000
0.050000 0.251000 -0.200200  0.040000 -0.232000 -0.968000
0.000000 0.200800 -0.186400  0.272000 -0.456000 -0.840000
0.000000 0.251000 -0.201400  0.024000 -0.152000 -0.984000
-0.050000 0.200800 -0.204500  0.304000 -0.328000 -0.888000
-0.050000 0.251000 -0.205600  -0.136000 0.216000 -0.960000
-0.100000 0.200800 -0.221500  0.056000 0.392000 -0.912000
-0.100000 0.251000 -0.188700  -0.192000 0.256000 -0.944000
-0.150000 0.200800 -0.199200  -0.328000 0.272000 -0.896000
-0.150000 0.251000 -0.184400  -0.280000 0.168000 -0.936000
-0.173800 0.200800 -0.182900  -0.480000 0.344000 -0.800000
-0.153800 0.251000 -0.182900  -0.312000 0.176000 -0.928000
-0.150000 0.251000 -0.184400  -0.280000 0.168000 -0.936000
-0.150000 0.257900 -0.182900  -0.288000 0.168000 -0.936000
-0.100000 0.251000 -0.188700  -0.192000 0.256000 -0.944000
-0.100000 0.273500 -0.182900  -0.112000 0.208000 -0.968000
-0.050000 0.251000 -0.205600  -0.136000 0.216000 -0.960000
-0.058500 0.301200 -0.182900  -0.128000 0.320000 -0.936000
-0.050000 0.301200 -0.184300  -0.112000 0.296000 -0.944000
-0.050000 0.304700 -0.182900  -0.120000 0.336000 -0.928000
0.000000 0.301200 -0.186500  -0.056000 0.232000 -0.968000
0.000000 0.313300 -0.182900  -0.064000 0.304000 -0.944000
0.050000 0.301200 -0.192400  0.024000 0.192000 -0.976000
0.050000 0.327400 -0.182900  -0.016000 0.344000 -0.936000
0.100000 0.301200 -0.188500  0.112000 0.128000 -0.984000
0.100000 0.320500 -0.182900  0.096000 0.312000 -0.936000
0.133500 0.301200 -0.182900  0.272000 0.264000 -0.920000
0.133500 0.301200 -0.182900  0.272000 0.264000 -0.920000
0.000000 -0.301200 -0.001900  0.408000 -0.704000 0.568000
0.000000 -0.301200 -0.001900  0.408000 -0.704000 0.568000
0.032200 -0.301200 -0.060900  0.552000 -0.696000 0.448000
0.000000 -0.326800 -0.060900  0.344000 -0.824000 0.432000
0.000000 -0.326800 -0.060900  0.344000 -0.824000 0.432000
0.065700 0.351500 -0.060900  -0.064000 -0.312000 0.944000
0.065700 0.351500 -0.060900  -0.064000 -0.312000 0.944000
0.100000 0.368600 -0.060900  0.104000 0.120000 0.984000
0.100000 0.351500 -0.058100  0.120000 -0.240000 0.960000
0.111400 0.351500 -0.060900  0.184000 -0.224000 0.952000
0.100000 0.345700 -0.060900  0.056000 -0.392000 0.912000
0.100000 0.351500 -0.058100  0.120000 -0.240000 0.960000
0.065700 0.351500 -0.060900  -0.064000 -0.312000 0.944000
0.100000 0.345700 -0.060900  0.056000 -0.392000 0.912000
0.050000 0.351500 -0.062500  0.000000 -0.264000 0.960000
0.100000 0.301200 -0.081200  0.144000 -0.392000 0.904000
0.050000 0.301200 -0.074400  0.160000 -0.248000 0.952000
0.100000 0.251000 -0.119300  0.048000 -0.664000 0.736000
0.050000 0.251000 -0.100200  0.224000 -0.464000 0.848000
0.100000 0.248700 -0.121900  0.064000 -0.824000 0.552000
0.050000 0.230600 -0.121900  0.312000 -0.824000 0.464000
0.100000 0.246100 -0.182900  0.136000 -0.488000 -0.856000
0.050000 0.219300 -0.182900  0.280000 -0.632000 -0.712000
0.100000 0.251000 -0.185300  0.160000 -0.296000 -0.936000
0.050000 0.251000 -0.200200  0.040000 -0.232000 -0.968000
0.100000 0.301200 -0.188500  0.112000 0.128000 -0.984000
0.050000 0.301200 -0.192400  0.024000 0.192000 -0.976000
0.050000 0.251000 -0.200200  0.040000 -0.232000 -0.968000
0.000000 0.301200 -0.186500  -0.056000 0.232000 -0.968000
0.000000 0.251000 -0.201400  0.024000 -0.152000 -0.984000
-0.050000 0.301200 -0.184300  -0.112000 0.296000 -0.944000
-0.050000 0.251000 -0.205600  -0.136000 0.216000 -0.960000
-0.050000 0.251000 -0.205600  -0.136000 0.216000 -0.960000
0.150000 0.456100 -0.060900  0.048000 0.664000 0.736000
0.150000 0.456100 -0.060900  0.048000 0.664000 0.736000
0.150000 0.451900 -0.057100  -0.080000 0.496000 0.856000
0.121900 0.451900 -0.060900  -0.112000 0.472000 0.872000
0.150000 0.409600 -0.060900  -0.208000 -0.072000 0.968000
0.100000 0.451900 -0.066700  -0.192000 0.072000 0.976000
0.150000 0.401700 -0.062100  -0.392000 -0.400000 0.816000
0.100000 0.401700 -0.066700  -0.048000 0.000000 0.992000
0.100000 0.451900 -0.066700  -0.192000 0.072000 0.976000
0.050000 0.401700 -0.062500  -0.008000 0.136000 0.984000
0.050000 0.451900 -0.077800  0.016000 0.408000 0.912000
0.000000 0.401700 -0.062800  0.256000 0.176000 0.944000
0.000000 0.451900 -0.081100  0.280000 0.456000 0.832000
-0.005200 0.401700 -0.060900  0.264000 0.168000 0.944000
-0.023600 0.451900 -0.060900  0.376000 0.152000 0.904000
0.000000 0.451900 -0.081100  0.280000 0.456000 0.832000
-0.033200 0.502100 -0.060900  0.616000 0.496000 0.600000
0.000000 0.493800 -0.121900  0.128000 0.960000 -0.232000
-0.050000 0.502100 -0.117100  -0.040000 0.912000 -0.392000
-0.050000 0.500300 -0.121900  -0.104000 0.896000 -0.424000
-0.100000 0.502100 -0.081300  -0.184000 0.840000 -0.488000
-0.100000 0.479800 -0.121900  -0.288000 0.584000 -0.752000
-0.100000 0.479800 -0.121900  -0.288000 0.584000 -0.752000
0.350000 0.302200 -0.060900  -0.144000 -0.624000 0.760000
0.350000 0.302200 -0.060900  -0.144000 -0.624000 0.760000
0.300000 0.310700 -0.060900  -0.072000 -0.760000 0.640000
0.350000 0.351500 -0.021800  0.032000 -0.048000 0.992000
0.300000 0.351500 -0.009100  -0.016000 -0.144000 0.984000
0.300000 0.351500 -0.009100  -0.016000 -0.144000 0.984000
0.395100 0.251000 -0.060900  -0.344000 -0.184000 0.912000
0.395100 0.251000 -0.060900  -0.344000 -0.184000 0.912000
0.400000 0.251000 -0.058700  -0.328000 -0.176000 0.920000
0.400000 0.242400 -0.060900  -0.352000 -0.192000 0.904000
0.400000 0.242400 -0.060900  -0.352000 -0.192000 0.904000
0.450000 0.401700 -0.038900  -0.120000 0.592000 0.784000
0.450000 0.401700 -0.038900  -0.120000 0.592000 0.784000
0.500000 0.401700 -0.057700  0.096000 0.864000 0.480000
0.450000 0.414500 -0.060900  0.192000 0.928000 0.304000
0.500000 0.403100 -0.060900  0.112000 0.944000 0.280000
0.450000 0.422200 -0.121900  0.368000 0.832000 -0.392000
0.500000 0.401700 -0.069300  0.168000 0.952000 -0.216000
0.488600 0.401700 -0.121900  0.504000 0.776000 -0.368000
0.450000 0.422200 -0.121900  0.368000 0.832000 -0.392000
0.450000 0.401700 -0.160800  0.376000 0.656000 -0.640000
0.450000 0.401700 -0.160800  0.376000 0.656000 -0.640000
0.460500 0.150600 -0.060900  -0.624000 -0.512000 0.584000
0.460500 0.150600 -0.060900  -0.624000 -0.512000 0.584000
0.500000 0.150600 -0.020200  -0.704000 -0.472000 0.520000
0.500000 0.107000 -0.060900  -0.608000 -0.480000 0.616000
0.500000 0.107000 -0.060900  -0.608000 -0.480000 0.616000
0.500000 0.000000 -0.045100  -0.376000 -0.208000 0.896000
0.500000 0.000000 -0.045100  -0.376000 -0.208000 0.896000
0.500000 0.050200 -0.057700  -0.560000 0.128000 0.816000
0.478700 0.000000 -0.060900  -0.440000 -0.008000 0.888000
0.495100 0.050200 -0.060900  -0.456000 0.136000 0.872000
0.450000 0.000000 -0.073300  -0.344000 -0.088000 0.928000
0.450000 0.050200 -0.077000  -0.360000 0.120000 0.920000
0.400000 0.000000 -0.102200  -0.272000 0.176000 0.936000
0.400000 0.050200 -0.114800  -0.552000 0.256000 0.784000
0.351500 0.000000 -0.121900  -0.376000 0.528000 0.752000
0.393200 0.050200 -0.121900  -0.648000 0.352000 0.664000
0.350000 0.000000 -0.123200  -0.512000 0.592000 0.608000
0.357200 0.050200 -0.182900  -0.736000 0.640000 0.184000
0.350000 0.043300 -0.182900  -0.488000 0.704000 0.504000
0.351400 0.050200 -0.243900  -0.480000 0.768000 -0.416000
0.350000 0.049300 -0.243900  -0.512000 0.784000 -0.320000
0.350000 0.043300 -0.182900  -0.488000 0.704000 0.504000
0.300000 0.032100 -0.243900  -0.576000 0.680000 -0.432000
0.300000 0.018000 -0.182900  -0.296000 0.768000 0.552000
0.350000 0.043300 -0.182900  -0.488000 0.704000 0.504000
0.300000 0.000000 -0.166100  -0.488000 0.464000 0.728000
0.350000 0.000000 -0.123200  -0.512000 0.592000 0.608000
0.300000 -0.050200 -0.130700  -0.504000 0.472000 0.720000
0.350000 -0.001200 -0.121900  -0.472000 0.472000 0.736000
0.307700 -0.050200 -0.121900  -0.592000 0.464000 0.648000
